date,transaction_id,item_id,item_name,item_category,item_brand,quantity,item_revenue,source_medium,device_category,is_banner_product
20250105,T-20250105-00105,3764,Banco de Supino Gallant Elite Ajustável Multiuso Grafite Bivolt,Esporte e Lazer,Gallant,1,878.04,google / cpc,desktop,0
20250123,T-20250123-00257,1973,Fogão Brastemp Gourmand 5 Bocas Branco,Eletrodomésticos,Brastemp,1,1297.94,google / organic,mobile,0
20250113,T-20250113-00097,3066,Fone de Ouvido Samsung Bespoke Gamer com Microfone Cinza,"TV, Áudio e Vídeo",Samsung,1,5298.02,facebook / paid,mobile,0
20250217,T-20250217-00066,2225,Micro-ondas Consul Multi Ar 25L Cinza,Eletrodomésticos,Consul,1,2122.83,google / organic,tablet,0
20250103,T-20250103-00158,3479,Kit Halteres Gallant Pro,Esporte e Lazer,Gallant,1,415.4,facebook / paid,mobile,0
20250130,T-20250130-00332,4012,Mesa de Ping Pong Kikos Pro MDF 18mm Dobrável Grafite,Esporte e Lazer,Kikos,1,1752.2,(direct) / (none),mobile,0
20250220,T-20250220-00050,1270,Ventilador de Torre LG Dual Inverter Voice 50cm Prata,Climatização,LG,1,2720.01,facebook / paid,mobile,0
20250220,T-20250220-00080,1682,Purificador de Ar Consul Maxi Ar HEPA até 40m² Cinza,Climatização,Consul,1,2022.28,google / cpc,mobile,0
20250123,T-20250123-00069,1116,Ar Condicionado Split LG ThinQ 30000 BTUs Frio Branco,Climatização,LG,1,3937.79,google / cpc,mobile,0
20250101,T-20250101-00124,3020,Fone de Ouvido Samsung Bespoke Bluetooth Over-Ear Cinza,"TV, Áudio e Vídeo",Samsung,1,4125.78,google / cpc,tablet,0
20250102,T-20250102-00150,3612,Saco de Pancada Gallant Combat 80cm Preto,Esporte e Lazer,Gallant,1,264.89,facebook / paid,mobile,0
20250222,T-20250222-00007,1282,Ventilador de Torre Samsung EcoBubble 40cm Prata,Climatização,Samsung,1,3382.01,google / organic,mobile,0
20250129,T-20250129-00360,4763,Ferro de Passar Mondial Max a Vapor Cinza,Utilidades Domésticas,Mondial,1,155.16,google / cpc,desktop,0
20250207,T-20250207-00085,2553,Freezer Horizontal Panasonic Flash Dry 414L Grafite,Eletrodomésticos,Panasonic,1,1045.95,(direct) / (none),mobile,0
20250114,T-20250114-00097,2643,Máquina de Lavar Philco PTV 13kg Cinza,Eletrodomésticos,Philco,1,1000.37,google / organic,mobile,0
20250226,T-20250226-00241,1864,Geladeira Brastemp Gourmand Duplex 362L Preto,Eletrodomésticos,Brastemp,1,2986.42,instagram / paid,(not set),0
20250109,T-20250109-00297,4128,Mesa de Jantar Madesa Reims 8 Cadeiras Extensível,Móveis,Madesa,1,353.17,google / cpc,mobile,0
20250115,T-20250115-00155,3883,Churrasqueira Gallant Combat Portátil a Carvão Branco,Esporte e Lazer,Gallant,1,1042.27,bing / organic,desktop,0
20250212,T-20250212-00178,1974,Freezer Horizontal Brastemp Frost Free 414L Inox,Eletrodomésticos,Brastemp,1,3114.4,bing / organic,mobile,0
20250223,T-20250223-00147,3690,Esteira Elétrica Gallant Elite até 16km/h Dobrável Inox,Esporte e Lazer,Gallant,2,1912.08,(direct) / (none),mobile,0
20250126,T-20250126-00065,1480,Ventilador de Torre Midea Springer 50cm Grafite,Climatização,Midea,1,1265.35,google / cpc,mobile,0
20250102,T-20250102-00045,1541,Ventilador de Torre Elgin Eco Plus Silencioso,Climatização,Elgin,1,3424.24,facebook / paid,desktop,0
20250220,T-20250220-00098,2668,Freezer Vertical Britânia Turbo 197L Prata,Eletrodomésticos,Britânia,1,608.95,facebook / paid,mobile,0
20250227,T-20250227-00210,1775,Climatizador de Ar Electrolux Essential 7L Cinza,Climatização,Electrolux,1,2883.68,facebook / paid,mobile,0
20250210,T-20250210-00120,1823,Freezer Vertical Brastemp Ative! 142L Grafite,Eletrodomésticos,Brastemp,1,2417.19,google / cpc,mobile,0
20250124,T-20250124-00213,3088,Caixa de Som Bluetooth LG Smart 100W Party Cinza,"TV, Áudio e Vídeo",LG,1,4478.95,(direct) / (none),mobile,0
20250104,T-20250104-00077,3844,Esteira Elétrica Gallant Pro até 14km/h Prata,Esporte e Lazer,Gallant,1,1268.73,facebook / paid,mobile,0
20250210,T-20250210-00322,3965,Kit Halteres Gallant Extreme 30kg Inox,Esporte e Lazer,Gallant,1,586.08,google / cpc,mobile,0
20250218,T-20250218-00075,1891,Freezer Horizontal Brastemp Frost Free 534L Cinza,Eletrodomésticos,Brastemp,1,1998.05,referral / parceiros,mobile,0
20250125,T-20250125-00071,1222,Cortina de Ar LG ThinQ 150cm Inox,Climatização,LG,1,2514.37,google / cpc,desktop,0
20250121,T-20250121-00205,4499,Escrivaninha Caemmun Elegance,Móveis,Caemmun,2,629.54,google / cpc,mobile,0
20250225,T-20250225-00016,1352,Ar Condicionado Portátil Samsung WindFree,Climatização,Samsung,2,6340.05,google / organic,mobile,0
20250124,T-20250124-00071,1174,Climatizador de Ar LG NeoChef 20L Cinza 220V,Climatização,LG,1,2755.6,facebook / paid,mobile,0
20250123,T-20250123-00116,1270,Ventilador de Torre LG Dual Inverter Voice 50cm Prata,Climatização,LG,1,2978.5,email / crm,mobile,0
20250127,T-20250127-00147,1423,Purificador de Ar Midea Liva HEPA até 40m² Prata,Climatização,Midea,1,1285.32,google / organic,mobile,0
20250108,T-20250108-00127,2224,Lava-Louças Consul Bem Estar 8 Serviços Prata Bivolt,Eletrodomésticos,Consul,1,958.68,google / organic,mobile,0
20250117,T-20250117-00001,1018,Desumidificador LG Dual Inverter Voice 12L/dia Preto,Climatização,LG,2,4735.96,google / organic,desktop,0
20250110,T-20250110-00246,3854,Bicicleta Ergométrica Gallant Combat Air Bike Prata,Esporte e Lazer,Gallant,1,1142.47,instagram / paid,mobile,0
20250209,T-20250209-00193,5605,Serra Circular Bosch GSB de Bancada 1500W Inox,Ferramentas,Bosch,1,353.46,google / cpc,mobile,0
20250122,T-20250122-00267,2004,Fogão Electrolux UltimateCare 6 Bocas,Eletrodomésticos,Electrolux,1,1021.68,(direct) / (none),desktop,0
20250224,T-20250224-00051,1213,Ventilador de Torre LG Art Cool 40cm Inox,Climatização,LG,1,3046.13,google / cpc,mobile,0
20250225,T-20250225-00162,1542,Purificador de Ar Elgin Eco Inverter HEPA até 40m² Preto,Climatização,Elgin,1,2411.43,google / cpc,mobile,0
20250224,T-20250224-00171,1220,Ventilador de Torre LG Dual Inverter 40cm Branco,Climatização,LG,1,2992.93,google / organic,desktop,0
20250215,T-20250215-00116,5072,Grill Elétrico Electrolux Essential 1200W Preto,Utilidades Domésticas,Electrolux,2,282.57,(direct) / (none),desktop,0
20250112,T-20250112-00049,2415,Lava e Seca Samsung Crystal 11kg/7kg Inox,Eletrodomésticos,Samsung,3,5054.69,google / organic,mobile,0
20250128,T-20250128-00352,4514,Escrivaninha Bertolini Estilo Simples,Móveis,Bertolini,1,655.84,facebook / paid,mobile,0
20250123,T-20250123-00373,5310,Luminária de Piso Philips Smart LED Tripé Inox,Iluminação,Philips,2,434.93,instagram / paid,mobile,0
20250212,T-20250212-00109,2373,Lava-Louças LG Dual Inverter Voice 10 Serviços Prata,Eletrodomésticos,LG,1,1159.1,google / cpc,desktop,0
20250130,T-20250130-00021,1063,Aquecedor Elétrico LG NeoChef Mica 1200W Cinza,Climatização,LG,1,4422.43,google / cpc,mobile,0
20250211,T-20250211-00065,1019,Climatizador de Ar LG,Climatização,LG,1,3855.46,bing / organic,mobile,0
20250228,T-20250228-00174,1287,Cortina de Ar Samsung Bespoke 150cm Prata,Climatização,Samsung,1,3011.26,(direct) / (none),desktop,0
20250121,T-20250121-00209,4323,Cadeira de Escritório Casatema Siena Giratória com Braço Grafite,Móveis,Casatema,1,1513.2,(direct) / (none),mobile,0
20250128,T-20250128-00082,1400,Climatizador de Ar Midea Springer 15L Inox,Climatização,Midea,1,2615.38,facebook / paid,tablet,0
20250203,T-20250203-00020,1494,Ventilador de Torre Midea,Climatização,Midea,1,2817.7,(direct) / (none),mobile,0
20250115,T-20250115-00038,1712,Ventilador de Coluna Springer Air Plus 50cm Preto,Climatização,Springer,1,1370.34,(direct) / (none),mobile,0
20250206,T-20250206-00205,3686,"Cama Elástica Gallant Pro 2,00m Grafite",Esporte e Lazer,Gallant,2,2332.85,google / organic,mobile,0
20250219,T-20250219-00213,5843,Serra Tico-Tico Tramontina Smart 400W Grafite,Ferramentas,Tramontina,1,31.38,google / cpc,mobile,0
20250108,T-20250108-00039,1091,Ventilador de Torre LG NeoChef 40cm,Climatização,LG,1,2136.73,facebook / paid,mobile,0
20250208,T-20250208-00068,2929,Soundbar Philco Hit 300W com Subwoofer Preto,"TV, Áudio e Vídeo",Philco,1,1203.46,(direct) / (none),desktop,0
20250101,T-20250101-00012,1411,Ar Condicionado Split Midea Springer 9000 BTUs Frio Grafite,Climatização,Midea,1,1326.32,google / organic,mobile,0
20250223,T-20250223-00032,1069,Ar Condicionado Portátil LG Art Cool 9000 BTUs,Climatização,LG,1,3398.88,(direct) / (none),desktop,0
20250128,T-20250128-00160,1048,Aquecedor Elétrico LG Smart 1500W Inox,Climatização,LG,3,5589.74,google / organic,mobile,0
20250225,T-20250225-00359,3902,Banco de Supino Gallant Pro Inclinado Cinza,Esporte e Lazer,Gallant,1,598.09,(direct) / (none),mobile,0
20250212,T-20250212-00087,1177,Cortina de Ar LG Art Cool 120cm Prata,Climatização,LG,3,8163.45,google / cpc,desktop,0
20250118,T-20250118-00040,1394,Climatizador de Ar Samsung EcoBubble 20L Branco,Climatização,Samsung,1,4323.87,facebook / paid,mobile,0
20250127,T-20250127-00134,1432,Ar Condicionado Split Midea Vizi 12000 BTUs Quente/Frio,Climatização,Midea,1,1407.33,google / cpc,desktop,0
20250207,T-20250207-00195,4073,"Cama Elástica Mor Premium 3,10m com Rede de Proteção",Esporte e Lazer,Mor,1,520.91,google / organic,desktop,0
20250129,T-20250129-00257,1949,Geladeira Brastemp Gourmand Duplex 362L,Eletrodomésticos,Brastemp,1,1048.13,(direct) / (none),desktop,0
20250103,T-20250103-00129,2974,Fone de Ouvido Samsung Crystal Bluetooth In-Ear Prata,"TV, Áudio e Vídeo",Samsung,2,3437.48,google / organic,desktop,0
20250211,T-20250211-00290,2609,Fogão Philco Eco Inverter 5 Bocas Cinza,Eletrodomésticos,Philco,1,798.94,(direct) / (none),mobile,0
20250217,T-20250217-00097,1915,Geladeira Brastemp Clean Duplex 450L Branco,Eletrodomésticos,Brastemp,1,801.17,referral / parceiros,desktop,0
20250207,T-20250207-00052,1131,Ar Condicionado Split LG Dual Inverter Voice 9000 BTUs Frio Cinza,Climatização,LG,1,2540.09,(direct) / (none),desktop,0
20250210,T-20250210-00373,5814,Parafusadeira Tramontina Profissional de Impacto 20V Preto,Ferramentas,Tramontina,1,103.89,google / cpc,mobile,0
20250221,T-20250221-00110,3385,Soundbar Multilaser Colors 180W Grafite,"TV, Áudio e Vídeo",Multilaser,1,417.23,google / cpc,desktop,0
20250210,T-20250210-00349,5088,Processador de Alimentos Cadence Pratic 500W Grafite,Utilidades Domésticas,Cadence,1,250.56,(direct) / (none),mobile,0
20250121,T-20250121-00095,2420,Lava-Louças Samsung EcoBubble 8 Serviços Cinza,Eletrodomésticos,Samsung,1,1098.0,instagram / paid,mobile,0
20250218,T-20250218-00099,2659,Lava e Seca Britânia Air 11kg/7kg Branco,Eletrodomésticos,Britânia,1,408.58,google / cpc,mobile,0
20250205,T-20250205-00234,3916,Banco de Supino,Esporte e Lazer,Gallant,1,1038.15,email / crm,mobile,0
20250227,T-20250227-00136,1021,Cortina de Ar LG Dual,Climatização,LG,1,2449.47,(direct) / (none),mobile,0
20250130,T-20250130-00151,1032,Ar Condicionado Split LG Dual Inverter 24000 BTUs Frio,Climatização,LG,1,3731.74,facebook / paid,mobile,0
20250206,T-20250206-00068,1458,Desumidificador Midea Springer 12L/dia Grafite,Climatização,Midea,1,2206.39,facebook / paid,mobile,0
20250223,T-20250223-00166,5367,Fita LED Philips Hue 3m Branco Quente Cinza 220V,Iluminação,Philips,1,346.31,google / organic,mobile,0
20250127,T-20250127-00282,4374,Mesa de Jantar Casatema Dubai 4 Cadeiras Cinza,Móveis,Casatema,1,1624.97,google / cpc,mobile,0
20250228,T-20250228-00317,5807,"Serra Circular Makita M-Force 1400W 7 1/4"" Cinza",Ferramentas,Makita,1,517.76,(direct) / (none),desktop,0
20250127,T-20250127-00307,5374,Arandela Philips Walita Interna 110V,Iluminação,Philips,1,283.81,google / cpc,desktop,0
20250129,T-20250129-00373,4835,Processador de Alimentos Britânia Mega 500W Branco,Utilidades Domésticas,Britânia,1,233.54,google / cpc,mobile,0
20250130,T-20250130-00037,1369,Climatizador de Ar Samsung Crystal 10L Branco,Climatização,Samsung,1,4604.71,google / organic,mobile,0
20250117,T-20250117-00127,3779,Piscina Inflável Gallant Combat 5000L Estrutural Cinza Bivolt,Esporte e Lazer,Gallant,2,2464.22,(direct) / (none),(not set),0
20250210,T-20250210-00220,2121,Aspirador de Pó Electrolux Premium Care 1200W Prata,Eletrodomésticos,Electrolux,1,1779.63,google / organic,mobile,0
20250212,T-20250212-00299,3929,Churrasqueira Gallant Pro Portátil a Carvão Grafite,Esporte e Lazer,Gallant,1,1464.93,google / organic,desktop,0
20250224,T-20250224-00204,2553,Freezer Horizontal Panasonic Flash Dry 414L Grafite,Eletrodomésticos,Panasonic,1,1006.28,google / organic,desktop,0
20250129,T-20250129-00303,3543,Esteira Elétrica Gallant Pro até,Esporte e Lazer,Gallant,1,1198.03,google / organic,desktop,0
20250109,T-20250109-00200,3147,Caixa de Som Bluetooth LG NeoChef 20W Branco,"TV, Áudio e Vídeo",LG,1,3654.01,email / crm,desktop,0
20250220,T-20250220-00093,2575,Micro-ondas Panasonic Inverter 25L Prata,Eletrodomésticos,Panasonic,2,1467.74,email / crm,mobile,0
20250227,T-20250227-00027,1261,Ar Condicionado Portátil LG ThinQ 9000 BTUs Preto,Climatização,LG,2,5718.11,instagram / paid,mobile,0
20250125,T-20250125-00118,2391,Máquina de Lavar LG Dual Inverter 8kg,Eletrodomésticos,LG,1,2111.93,google / cpc,mobile,0
20250202,T-20250202-00018,1219,Ar Condicionado Portátil LG Art Cool 9000 BTUs Grafite,Climatização,LG,1,3015.7,google / organic,desktop,0
20250105,T-20250105-00117,3717,Piscina Inflável Gallant Extreme 2000L Inox 110V,Esporte e Lazer,Gallant,1,709.88,google / cpc,mobile,0
20250202,T-20250202-00003,1135,Cortina de Ar LG ThinQ 90cm Preto,Climatização,LG,1,2098.11,google / cpc,desktop,0
20250205,T-20250205-00310,5604,"Serra Circular Bosch GSB 1400W 7 1/4""",Ferramentas,Bosch,2,713.55,google / organic,mobile,0
20250214,T-20250214-00112,3009,Soundbar Samsung Digital Inverter 180W Branco,"TV, Áudio e Vídeo",Samsung,1,6034.52,facebook / paid,mobile,0
20250218,T-20250218-00017,1572,Ventilador de Coluna Elgin Hi-Wall 50cm Grafite,Climatização,Elgin,3,6069.71,facebook / paid,desktop,0
20250130,T-20250130-00062,1440,Ventilador de Torre Midea Springer com Controle Remoto Cinza,Climatização,Midea,1,1513.63,(direct) / (none),mobile,0
20250131,T-20250131-00023,1334,Desumidificador Samsung EcoBubble 20L/dia,Climatização,Samsung,3,13433.5,tiktok / paid,mobile,0
20250118,T-20250118-00059,1851,Freezer Horizontal Brastemp Gourmand 534L Inox,Eletrodomésticos,Brastemp,1,2695.35,google / cpc,(not set),0
20250116,T-20250116-00184,3889,Esteira Elétrica Gallant Pro até 14km/h Prata 220V,Esporte e Lazer,Gallant,1,311.01,google / organic,desktop,0
20250128,T-20250128-00065,1253,Ventilador de Torre LG NeoChef com Controle Remoto Grafite,Climatização,LG,1,3546.83,google / organic,mobile,0
20250225,T-20250225-00377,4100,Estante Madesa Dakota com Portas Prata,Móveis,Madesa,1,730.54,(direct) / (none),mobile,0
20250217,T-20250217-00108,2992,Caixa de Som Bluetooth Samsung EcoBubble 30W Branco,"TV, Áudio e Vídeo",Samsung,1,3890.06,google / organic,mobile,0
20250114,T-20250114-00167,3399,Fone de Ouvido Multilaser Colors Gamer com Microfone Grafite,"TV, Áudio e Vídeo",Multilaser,1,402.15,google / organic,mobile,0
20250108,T-20250108-00257,4824,Grill Elétrico Britânia Air 1200W Preto,Utilidades Domésticas,Britânia,1,200.95,google / cpc,mobile,0
20250125,T-20250125-00124,2340,Lava-Louças LG Dual Inverter,Eletrodomésticos,LG,1,2004.59,google / organic,mobile,0
20250211,T-20250211-00295,1855,Máquina de Lavar Brastemp Ative! 17kg Preto,Eletrodomésticos,Brastemp,1,2257.9,google / cpc,mobile,0
20250107,T-20250107-00114,2083,Lava e Seca Electrolux UltimateCare 10kg/7kg,Eletrodomésticos,Electrolux,1,2449.94,(direct) / (none),mobile,0
20250210,T-20250210-00234,3307,Soundbar JBL Live 500W 5.1 Cinza,"TV, Áudio e Vídeo",JBL,1,1312.11,google / cpc,desktop,0
20250202,T-20250202-00074,4098,Banco de Supino Nautika Camping Ajustável Multiuso Inox,Esporte e Lazer,Nautika,1,397.18,google / organic,desktop,0
20250129,T-20250129-00367,5188,Processador de Alimentos Oster Clássico 800W Inox,Utilidades Domésticas,Oster,1,713.88,google / cpc,mobile,0
20250227,T-20250227-00279,3335,Caixa de Som Bluetooth Sony XR 30W Inox,"TV, Áudio e Vídeo",Sony,1,1257.59,google / cpc,mobile,0
20250213,T-20250213-00245,5774,Compressor de Ar Makita CXT 2HP 50L Preto,Ferramentas,Makita,1,670.79,facebook / paid,mobile,0
20250110,T-20250110-00175,1921,Aspirador de Pó Brastemp Clean Vertical sem Fio Cinza,Eletrodomésticos,Brastemp,3,5045.11,instagram / paid,desktop,0
20250108,T-20250108-00108,2437,Forno Elétrico Samsung Bespoke 60L Inox,Eletrodomésticos,Samsung,1,3778.32,google / cpc,tablet,0
20250221,T-20250221-00122,4068,Mesa de Ping Pong Mor Premium MDF 15mm Inox,Esporte e Lazer,Mor,1,477.22,instagram / paid,mobile,0
20250203,T-20250203-00069,1933,Lava e Seca Brastemp Ative! 11kg/7kg Cinza,Eletrodomésticos,Brastemp,2,2821.65,instagram / paid,mobile,0
20250114,T-20250114-00218,3922,Banco de Supino,Esporte e Lazer,Gallant,1,253.41,google / organic,mobile,0
20250127,T-20250127-00225,2440,Aspirador de Pó Samsung Digital Inverter 1200W Grafite,Eletrodomésticos,Samsung,1,764.76,email / crm,desktop,0
20250226,T-20250226-00046,1272,Desumidificador LG Art Cool 30L/dia Branco 220V,Climatização,LG,1,3035.65,email / crm,mobile,0
20250221,T-20250221-00095,2368,Freezer Vertical LG Dual Inverter 142L Inox,Eletrodomésticos,LG,1,3052.84,facebook / paid,desktop,0
20250120,T-20250120-00165,4573,Mesa de Jantar Bertolini Luce 4 Cadeiras Branco,Móveis,Bertolini,1,2546.64,(direct) / (none),mobile,0
20250128,T-20250128-00114,1037,Ar Condicionado Split LG ThinQ 12000 BTUs Quente/Frio Cinza,Climatização,LG,1,4372.22,google / organic,desktop,0
20250228,T-20250228-00160,1041,Cortina de Ar LG ThinQ 120cm Inox,Climatização,LG,1,2096.29,google / organic,mobile,0
20250228,T-20250228-00133,1439,Purificador de Ar Midea,Climatização,Midea,1,1273.08,tiktok / paid,mobile,0
20250116,T-20250116-00222,4913,Processador de Alimentos Philco PTV 800W,Utilidades Domésticas,Philco,1,507.91,google / organic,mobile,0
20250109,T-20250109-00126,1829,Micro-ondas Brastemp Frost Free 25L Cinza,Eletrodomésticos,Brastemp,1,908.91,(direct) / (none),desktop,0
20250109,T-20250109-00156,2024,Freezer Horizontal Electrolux Eco Turbo 300L Prata,Eletrodomésticos,Electrolux,1,2988.19,google / cpc,mobile,0
20250128,T-20250128-00389,5509,Plafon Blumenau Slim LED 36W Sobrepor,Iluminação,Blumenau,1,249.41,google / organic,mobile,0
20250218,T-20250218-00174,4059,Bicicleta Ergométrica Mor Classic Spinning,Esporte e Lazer,Mor,1,202.52,(direct) / (none),(not set),0
20250121,T-20250121-00200,4177,Escrivaninha Madesa Dakota Simples Cinza,Móveis,Madesa,1,328.79,(direct) / (none),mobile,0
20250131,T-20250131-00222,3869,Churrasqueira Gallant Pro Elétrica de Bancada Cinza v1,Esporte e Lazer,Gallant,1,525.13,google / cpc,mobile,0
20250211,T-20250211-00279,2089,Máquina de Lavar Electrolux Eco Turbo 10kg Grafite,Eletrodomésticos,Electrolux,1,1160.45,referral / parceiros,desktop,0
20250112,T-20250112-00144,3175,Soundbar LG ThinQ 180W Branco,"TV, Áudio e Vídeo",LG,1,6701.39,(direct) / (none),mobile,0
20250110,T-20250110-00114,1814,Forno Elétrico Brastemp Frost Free 44L Prata,Eletrodomésticos,Brastemp,1,2059.31,google / organic,mobile,0
20250125,T-20250125-00173,4759,Ferro de Passar Mondial Premium a Vapor Prata,Utilidades Domésticas,Mondial,1,373.7,instagram / paid,mobile,0
20250128,T-20250128-00149,1490,Aquecedor Elétrico Midea All Easy 1500W Branco,Climatização,Midea,1,2740.91,google / organic,mobile,0
20250128,T-20250128-00339,3995,Piscina Inflável Kikos FIT 5000L Estrutural Prata,Esporte e Lazer,Kikos,1,1802.06,(direct) / (none),mobile,0
20250103,T-20250103-00010,1575,Ar Condicionado Split Elgin Hi-Wall 24000 BTUs Quente/Frio Inox,Climatização,Elgin,1,2677.52,google / organic,mobile,0
20250218,T-20250218-00068,1710,Ar Condicionado Split Springer Way 18000 BTUs Quente/Frio Preto,Climatização,Springer,1,1435.62,(direct) / (none),desktop,0
20250210,T-20250210-00327,3742,Churrasqueira Gallant Force Elétrica de Bancada,Esporte e Lazer,Gallant,2,2444.61,google / cpc,mobile,0
20250222,T-20250222-00091,1351,Ventilador de Coluna Samsung Evolution 40cm Branco,Climatização,Samsung,1,3576.14,google / organic,desktop,0
20250130,T-20250130-00176,1092,Desumidificador LG Dual Inverter Voice 12L/dia,Climatização,LG,1,3138.47,google / organic,tablet,0
20250111,T-20250111-00104,2310,Micro-ondas LG Dual Inverter 32L Inox,Eletrodomésticos,LG,1,2341.27,google / organic,desktop,0
20250127,T-20250127-00174,1331,Ar Condicionado Portátil Samsung WindFree 14000 BTUs Cinza,Climatização,Samsung,1,4733.05,(direct) / (none),desktop,0
20250226,T-20250226-00345,4618,Cama Box Kappesberg Nice Queen Cinza,Móveis,Kappesberg,1,2238.98,facebook / paid,tablet,0
20250220,T-20250220-00102,2186,Máquina de Lavar Consul Maxi Ar 10kg Branco,Eletrodomésticos,Consul,1,854.85,google / cpc,mobile,0
20250224,T-20250224-00217,2405,Máquina de Lavar Samsung Crystal 17kg Prata,Eletrodomésticos,Samsung,1,2649.19,facebook / paid,mobile,0
20250114,T-20250114-00136,2447,Máquina de Lavar Samsung Evolution 13kg Inox,Eletrodomésticos,Samsung,2,6854.19,google / cpc,mobile,0
20250212,T-20250212-00340,4301,Sofá Linea Brasil Munique Canto 5 Lugares Grafite,Móveis,Linea Brasil,1,2071.11,google / cpc,mobile,0
20250123,T-20250123-00317,3886,Mesa de Ping Pong Gallant Extreme MDF 18mm Dobrável Inox,Esporte e Lazer,Gallant,1,144.83,google / cpc,desktop,0
20250115,T-20250115-00174,3797,Churrasqueira Gallant Pro Portátil a,Esporte e Lazer,Gallant,3,4354.56,google / cpc,mobile,0
20250113,T-20250113-00074,2465,Fogão Samsung Bespoke Cooktop 5 Bocas,Eletrodomésticos,Samsung,1,988.58,tiktok / paid,desktop,0
20250215,T-20250215-00049,2374,Lava e Seca LG NeoChef 10kg/7kg,Eletrodomésticos,LG,1,1362.72,google / cpc,mobile,0
